Hyundai Engineering & Construction	1.9641094424591061	7	Finance\Banking:0.651,Automotive\Manufacturers\Hyundai:0.820261,Automotive\Manufacturers\Kia:0.717999
Hyundai	1.3351376723785398	7	Automotive\Manufacturers\Hyundai:0.712925,Automotive\Manufacturers\Kia:0.614522
Hyundai Group	1.110902082321167	4	Automotive:0.661515,Law-Government-Politics:0.651,Automotive\Manufacturers\Hyundai:0.672951
List of Hyundai transmissions	0.622850484375	1	Automotive\Manufacturers\Hyundai:0.710508
Shiftronic	0.622850484375	1	Automotive\Manufacturers\Volkswagen:0.678007,Automotive\Manufacturers\Hyundai:0.723215
Hyundai Corporation	0.5597876972351075	1	Automotive\Manufacturers\Hyundai:0.764262,Finance\Investing\Stocks:0.722075,Automotive\Manufacturers\Kia:0.668474
Hyundai Engineering (HEC)	0.5085679493560791	1	Electronics & Computing:0.624864,Automotive\Manufacturers\Hyundai:0.731534,Automotive\Manufacturers\Kia:0.663683
Hyundai Omega engine	0.4400624999999999	1	Automotive\Manufacturers\Hyundai:0.691203
Hyundai Theta engine	0.356125	2	Automotive\Manufacturers\Hyundai:0.935671,Automotive\Hybrid & Alternative Vehicle:0.612099,Automotive\Manufacturers\Kia:0.735268
Hyundai Tau engine	0.34124999999999994	2	Automotive\Manufacturers\Hyundai:0.720415
Hyundai Lambda engine	0.27749999999999997	1	Automotive\Manufacturers\Hyundai:0.792931
2004 Rally Australia	0.27749999999999997	1	Automotive\Manufacturers\Hyundai:0.102662
Hyundai H-1	0.27749999999999997	1	Automotive\Manufacturers\Hyundai:0.799043,Automotive\Pickup/Trucks & Accessories:0.656419
Hyundai Epsilon engine	0.21375	1	Automotive\Manufacturers\Hyundai:0.720415,Automotive\Hybrid & Alternative Vehicle:0.414558
Hyundai Steel	0.1925	1	Automotive:0.702969,Automotive\Manufacturers\Hyundai:0.864303,Automotive\Manufacturers\Kia:0.842935
Hyundai Beta engine	0.1925	1	Automotive\Manufacturers\Hyundai:0.720415
