School district	168.28728893727293	1240	Law-Government-Politics:0.690565,Education:0.435585,Education\Childhood Education\Primary & Secondary Schooling (K-12):0.805347
Primary school	157.97834966410147	417	Law-Government-Politics:0.378582,Education\Childhood Education\Primary & Secondary Schooling (K-12):1.0,Family & Parenting\Daycare/Pre School:0.993957,Home & Garden\Swimming pools and spa:0.334619,Education:0.991704
Middle school	73.75889041265906	258	Education:0.905754,Family & Parenting\Daycare/Pre School:0.576622,Education\Childhood Education\Primary & Secondary Schooling (K-12):0.977373
List of school districts in Texas	16.564328679439594	211	Food & Drink\Non-Alcoholic Beverages\Coffee/Tea:0.651,Education\Childhood Education\Primary & Secondary Schooling (K-12):0.946927,Education\College and University:0.674574,Family & Parenting\Daycare/Pre School:0.712392,Home & Garden\Swimming pools and spa:0.502469,Education:0.939688,Home & Garden:0.688313
Primary education	79.53029909697986	143	Education\Childhood Education:0.656638,Education:0.543947,Family & Parenting\Daycare/Pre School:0.622192,Education\Childhood Education\Primary & Secondary Schooling (K-12):0.999498
List of high schools in Texas	5.492840407279537	93	Sports:1.0,Sports\Wrestling:1.0,Education\Childhood Education\Primary & Secondary Schooling (K-12):1.0,Style & Fashion\Fitness:1.0,Lifestyle\Dating:1.0,Family & Parenting\Daycare/Pre School:0.999998,Education:1.0
Unified school district	21.928526239039066	35	Education:0.820482,Family & Parenting\Daycare/Pre School:0.735033,Education\Childhood Education\Primary & Secondary Schooling (K-12):0.989328
List of high schools in Ontario	5.188992897028018	30	Negative\Mature/Adult:0.999997,Sports:0.99998,Education\Childhood Education\Primary & Secondary Schooling (K-12):1.0,Style & Fashion\Fitness:1.0,Lifestyle\Dating:1.0,Family & Parenting:0.999992,Education:1.0
List of school districts in Ontario	5.204491953269929	27	Education:0.696591,Family & Parenting\Daycare/Pre School:0.667674,Education\Childhood Education\Primary & Secondary Schooling (K-12):0.861383
Santa Ana Unified School District elementary schools	2.247525550347222	25	Education:0.762243,Family & Parenting\Daycare/Pre School:0.405869,Education\Childhood Education\Primary & Secondary Schooling (K-12):0.916726
Sandy Hook Elementary School shooting	3.280210374759967	23	Education\Childhood Education\Primary & Secondary Schooling (K-12):0.997272,Family & Parenting\Daycare/Pre School:0.693031,Family & Parenting:0.669476,Education:0.61023,Negative\Firearms:0.910669
Social studies	44.502230799756134	21	Health\Mental health\Psychology/Psychiatry:0.808616,Law-Government-Politics:0.485092,Education\Childhood Education\Primary & Secondary Schooling (K-12):0.952438,Education:0.907,Online communities\Social networking:0.587078
English District (LCMS)	5.13072984330935	18	Education:0.452693,Family & Parenting\Daycare/Pre School:0.786089,Education\Childhood Education\Primary & Secondary Schooling (K-12):0.820797
Ottawa-Carleton District School Board	2.2723726685831864	16	Education:0.557531,Education\Childhood Education\Primary & Secondary Schooling (K-12):0.613504
First grade	30.603715027567244	15	Education:0.725071,Family & Parenting\Daycare/Pre School:0.785728,Education\Childhood Education\Primary & Secondary Schooling (K-12):0.919779
Lists of schools in Queensland	7.231881319071492	14	Law-Government-Politics:0.53329,Education\Childhood Education\Primary & Secondary Schooling (K-12):0.976001,Family & Parenting\Daycare/Pre School:0.818175,Home & Garden\Swimming pools and spa:0.626787,Education:0.896221
Seattle Public Schools	3.3975448144825733	14	Education:0.608722,Family & Parenting\Daycare/Pre School:0.507286,Education\Childhood Education\Primary & Secondary Schooling (K-12):0.769289
List of primary schools in Northern Ireland	1.4868725562424228	13	Reference\Libraries & Museums\Libraries:0.998697,Law-Government-Politics:0.33466,Education\Childhood Education\Primary & Secondary Schooling (K-12):1.0,Family & Parenting\Daycare/Pre School:1.0,Lifestyle\Religion and Belief:0.308612,Automotive\Manufacturers\Buick:0.651,Education:1.0
Junior school	29.36871493391209	13	Education:0.937697,Family & Parenting\Daycare/Pre School:0.430134,Education\Childhood Education\Primary & Secondary Schooling (K-12):0.950947
Toronto District School Board	2.338483648730516	13	Education:0.74373,Family & Parenting\Daycare/Pre School:0.659736,Education\Childhood Education\Primary & Secondary Schooling (K-12):0.892159
National Association of Independent Schools	5.167471171109614	13	Education:0.513311,Education\Childhood Education\Primary & Secondary Schooling (K-12):0.739969
List of schools in Namibia	3.2428115175057877	13	Health\Mental health\Psychology/Psychiatry:0.937034,Law-Government-Politics:0.996855,Education\Childhood Education\Primary & Secondary Schooling (K-12):1.0,Lifestyle\Dating:0.975514,Family & Parenting\Daycare/Pre School:1.0,Home & Garden\Swimming pools and spa:0.997559,Education:1.0
Fourth grade	1.2751772791015465	13	Careers:0.669741,Education:0.942612,Family & Parenting\Daycare/Pre School:0.780432,Education\Childhood Education\Primary & Secondary Schooling (K-12):0.973846
SELC District (LCMS)	2.7925267434819907	13	Family & Parenting\Daycare/Pre School:0.760202,Education\Childhood Education\Primary & Secondary Schooling (K-12):0.783271
Early Buddhist schools	1.2808986057749374	12	Education:0.704887,Family & Parenting\Daycare/Pre School:0.592297,Education\Childhood Education\Primary & Secondary Schooling (K-12):0.853945
